53 298
71 489
765 967
202 614
94 509
33 521
104 277
461 519
231 975
158 744
153 922
51 476
635 770
83 27
635 998
543 548
57 171
236 717
819 288
829 22
119 565
257 633
433 954
192 597
531 982
709 826
406 762
671 971
374 95
448 516
221 917
522 600
137 887
191 586
448 947
247 526
830 645
799 405
99 841
416 729
853 363
158 898
895 268
128 892
724 821
2 969
142 569
256 695
189 660
353 441
359 766
680 553
317 553
750 551
179 340
102 544
188 272
73 775
293 4
637 497
125 26
260 345
382 291
305 859
780 801
455 18
421 37
167 833
584 139
88 304
1000 848
422 166
92 763
845 297
247 805
949 84
147 990
453 991
663 908
300 643
705 499
229 69
418 87
18 410
651 852
131 509
401 104
482 128
712 796
352 631
69 642
961 814
527 407
654 330
743 401
480 264
106 395
561 605
881 653
362 295
138 203
337 120
446 113
380 785
35 821
155 111
190 984
104 389
162 591
379 948
426 551
65 438
429 10
864 24
733 709
34 742
245 552
957 425
595 328
219 993
70 953
632 806
807 363
148 199
226 572
599 172
592 889
107 696
855 888
178 623
120 238
77 204
1 68
839 63
355 784
428 797
37 431
307 431
316 828
141 27
589 941
560 463
906 803
15 174
375 520
362 960
26 163
358 596
172 283
100 630
883 897
16 784
652 641
34 979
640 95
996 827
193 323
712 391
90 332
684 917
815 926
925 130
789 379
96 186
583 319
71 677
218 923
928 544
59 405
536 220
165 889
289 551
285 2
494 309
718 932
175 703
254 493
391 738
443 183
513 392
503 938
966 971
873 308
372 818
808 776
581 218
481 57
439 998
12 822
82 452
338 989
637 692
749 589
87 272
300 97
170 587
233 177
297 108
314 131
508 771
500 107
413 224
98 934
58 6
830 265
155 303
333 120
444 254
813 993
877 151
74 639
212 158
384 785
225 569
66 593
788 806
361 184
115 740
102 122
492 608
236 268
152 207
580 15
650 91
598 919
331 541
342 156
904 595
388 77
136 72
667 135
217 666
811 144
787 574
566 129
467 516
217 490
296 206
129 5
110 989
93 51
795 352
886 300
45 464
590 84
407 911
234 770
607 394
834 174
658 523
576 17
498 943
156 835
722 492
60 544
776 978
701 71
132 465
23 412
336 636
567 849
460 345
715 890
383 706
840 322
736 528
939 785
463 754
40 771
791 263
261 674
891 496
874 788
109 166
46 894
679 555
4 454
366 509
668 598
382 69
53 411
59 759
525 164
211 272
940 819
134 958
1 549
502 3
855 619
49 847
76 585
732 84
933 398
604 26
275 887
912 300
246 123
737 50
344 636
506 574
721 858
33 486
425 242
253 381
861 452
38 893
659 175
200 964
170 151
292 824
47 806
708 365
921 770
61 320
43 232
896 266
310 496
497 649
518 623
312 505
594 772
115 238
815 574
803 219
182 601
397 988
907 164
612 687
176 367
535 867
187 751
213 645
748 810
214 161
451 630
928 739
196 270
252 852
183 76
266 913
804 872
844 286
866 759
195 802
20 456
823 430
197 93
249 685
914 365
445 83
165 449
714 955
313 986
231 898
264 960
89 471
693 291
720 156
388 271
455 981
504 63
173 865
377 58
570 573
459 615
514 136
19 817
282 579
8 960
265 341
205 509
563 553
803 735
512 617
968 885
820 401
251 373
621 554
88 738
295 166
392 111
997 547
485 124
609 290
263 771
11 487
11 812
688 690
845 572
237 206
800 812
976 587
755 992
965 84
291 763
664 206
269 350
661 625
116 50
202 860
575 151
950 398
26 323
652 809
644 258
271 376
532 984
669 184
883 280
135 859
162 408
580 281
622 863
6 922
244 713
788 416
127 150
624 464
563 69
168 562
32 408
113 424
546 181
328 702
189 846
502 994
251 405
177 814
868 762
218 394
603 454
773 552
542 902
683 648
48 20
815 33
746 517
370 229
103 470
462 14
871 6
44 180
980 20
974 749
529 767
235 790
761 731
474 237
242 618
161 309
143 159
704 985
637 905
386 689
198 122
118 582
555 257
123 988
877 399
398 554
294 394
222 302
507 223
17 223
653 656
777 17
724 880
120 962
322 719
91 920
484 577
201 255
365 396
721 168
606 151
67 747
951 428
503 987
884 119
879 351
280 349
281 983
288 324
95 220
746 51
638 472
170 399
348 944
727 771
89 472
36 335
483 10
909 135
963 834
53 279
915 766
258 21
610 540
276 38
753 332
875 356
827 370
752 531
30 149
434 725
769 659
716 726
442 124
259 385
12 330
133 706
19 228
21 181
402 322
227 734
882 389
311 46
907 675
792 979
517 383
250 641
699 754
216 778
378 959
81 870
267 205
491 467
154 414
924 244
41 995
419 697
74 215
422 362
854 999
918 977
407 903
78 475
278 284
946 657
390 702
224 538
157 93
290 162
836 768
764 702
466 713
13 956
417 395
179 676
711 944
25 681
128 61
339 537
139 70
179 911
151 329
254 954
972 153
479 120
423 917
146 806
931 807
856 202
86 626
488 955
393 203
42 613
973 660
22 470
269 981
112 756
627 825
108 169
436 977
511 238
160 354
185 524
882 743
588 573
64 837
79 387
862 386
534 253
447 8
7 911
831 810
622 253
36 345
248 306
164 343
842 850
114 441
105 645
838 995
124 757
435 903
409 72
10 698
383 597
206 84
479 238
603 293
739 544
557 579
793 725
287 779
761 299
628 771
478 215
558 217
473 786
469 112
606 889
39 751
404 665
781 786
262 682
369 105
935 297
356 530
256 326
240 759
515 355
694 563
301 106
31 347
494 657
295 916
368 850
242 96
457 429
556 408
625 489
571 193
117 346
843 952
144 559
334 523
253 539
568 578
360 244
723 618
848 562
55 894
27 620
145 735
121 325
700 611
753 430
936 893
699 75
210 796
774 385
198 564
331 552
485 757
650 259
130 46
758 653
886 643
67 869
510 832
111 646
318 747
28 149
634 233
648 621
495 448
930 652
208 440
421 227
79 84
321 660
769 43
581 691
686 404
533 157
402 440
624 603
468 104
194 670
876 310
710 148
54 499
